Iteracao,Recompensa
5000,0.5888545023093216
10000,0.6569344320854125
15000,0.6902766002605989
20000,0.9009154599881573
25000,0.5828902696249982
30000,1.309998498949919
35000,1.1870015262635034
40000,1.791002249963333
45000,1.3709202982331998
50000,0.9124037479397714
55000,1.7790706304760207
60000,1.4723172533029145
65000,2.102035470877812
70000,3.451124313844546
75000,3.2062439133754097
80000,1.1931875394537812
85000,3.106679946507223
90000,2.2353970544999755
95000,3.995014957843563
100000,3.1884813198173503
105000,1.6593932228528872
110000,3.126351501152487
115000,2.471549881294576
120000,5.46284430061378
125000,4.224166139475255
130000,5.46284430061378
135000,2.8665005047905354
140000,5.46284430061378
145000,3.299514628746541
150000,4.454803678672661
155000,5.46284430061378
160000,5.46284430061378
165000,5.46284430061378
170000,5.46284430061378
175000,5.46284430061378
180000,5.46284430061378
185000,5.46284430061378
190000,5.46284430061378
195000,5.46284430061378
200000,5.46284430061378
205000,5.46284430061378
210000,5.46284430061378
215000,4.9299899602238675
220000,5.46284430061378
225000,5.46284430061378
230000,5.46284430061378
235000,5.46284430061378
240000,5.46284430061378
245000,5.46284430061378
250000,5.46284430061378
255000,5.46284430061378
260000,5.46284430061378
265000,5.46284430061378
270000,5.46284430061378
275000,5.46284430061378
280000,5.46284430061378
285000,5.666534959747296
290000,5.46284430061378
295000,5.46284430061378
300000,5.46284430061378
305000,5.46284430061378
310000,5.46284430061378
315000,5.46284430061378
320000,5.46284430061378
325000,5.46284430061378
330000,5.46284430061378
335000,5.46284430061378
340000,5.46284430061378
345000,5.46284430061378
350000,5.46284430061378
